1, 0.21079555, 0.2541077, -0.37204015
1, 0.40077463, 0.8099951, 0.35061345
1, 0.10633759, 0.49784297, 0.57296836
1, 0.78073287, -0.599271, 0.54853374
1, -0.26262504, 0.1313238, -0.12647232
1, -0.0011746938, -0.2975036, -0.27185825
1, 0.025703376, -1.2058603, 0.11237599
1, 0.23950621, -1.6896656, 0.15819089
1, -0.44710633, 0.0910067, -0.11425501
1, -0.2528512, -0.32010558, -0.8424064
1, -0.99016553, 0.03236364, -0.07393791
1, -0.27606407, -1.6988285, -0.6365448
1, -1.1166146, -0.8320107, -0.4184659
1, -1.2345116, -0.6933443, -0.318284
1, -0.07081333, -0.87965816, -0.6982422
1, 1.6585461, -2.0494652, -0.490548
2, 0.17780882, -1.514958, 0.16002348
2, -0.9351877, -1.3518571, 0.74767584
2, -1.8429333, -1.737313, 1.3451021
2, 0.38977906, -0.112411425, 0.55280983
2, 2.3170588, 0.910177, -0.40747035
2, 3.051319, 2.6523647, -0.21932384
2, 1.945042, 2.9803994, 1.9645194
2, 2.5943918, -2.2559376, 2.8973105
2, 1.0886089, -2.9285002, 1.0396694
2, -3.032899, -2.6334524, 0.11237599
2, -2.1996787, -3.8674002, 3.3340793
2, -3.1330807, -0.2077064, 0.15330397
2, -0.45199326, -2.3750565, -1.0342181
2, -0.36158517, -0.49359134, -2.480136
2, -0.72688264, 1.136808, -1.6188161
2, 3.5516176, 4.0439157, -2.031761
3, 5.023192, 6.026173, -3.700034
3, 2.3250003, 0.26571417, 0.019524476
3, -2.4843419, 1.3609957, 1.1007559
3, -1.3811193, -2.8802419, 2.9571755
3, -4.6132073, -0.8039109, 2.9938273
3, -3.9632466, -4.992003, 3.1068375
3, -0.78430396, -1.9443963, -0.6133319
3, 0.3683988, 0.4899017, -2.131332
3, 0.86014533, 0.38361114, -1.6982286
3, 1.2938596, 1.2394334, -1.8973706
3, 6.069604, 2.252248, -0.6811379
3, 1.9823048, 5.5503097, -3.491729
3, 1.6054009, -0.09958325, -0.100205116
3, -0.9431289, -1.5473338, 2.8258393
3, -4.858775, -1.8875858, 3.6749423
3, -2.2613761, -4.8942647, 5.447062
3, -1.2467289, 0.21317975, 0.5601402
4, -0.9260247, -0.381803, -0.6347122
4, -1.7513036, -0.0354424, -1.9224161
4, 1.5638621, 2.1545095, -2.6029198
4, 0.39344424, 0.8600861, 4.299247
4, 4.6169667, 3.0207162, -1.5534534
4, 1.5705816, 0.22845139, -1.065983
4, 1.4740648, -0.52352375, -0.3549359
4, -0.25040773, -2.1172712, 1.5320269
4, -4.735991, 0.20279504, 1.8954917
4, -1.885694, 1.2430985, -0.8924973
4, -2.0512385, -1.0806328, -0.43495926
4, -1.1459361, -0.8973733, -1.9718963
4, 0.11855489, 0.9046792, -1.4123436
4, -0.26934454, 6.5417438, -2.090404
4, 4.650564, 6.866724, -4.6548166
4, 3.8875935, 0.3830003, 0.22538607
4, -2.5484827, 0.97798306, 3.9058492
5, -3.8783364, -2.4178169, 5.070769
5, -3.6926334, -4.343875, 5.733558
5, -2.0396318, 0.31947032, -0.6237166
5, -1.0769085, -1.5717684, -1.2736772
5, -1.4342645, -1.5455014, -1.2241971
5, 0.5858668, 0.37261558, -1.778252
5, 0.24256054, 4.587586, -1.6072097
5, 6.8105836, 3.0701966, -3.3903255
5, 2.9493043, 2.700623, -1.8069626
5, 1.0354636, 1.0903822, -0.26819307
5, -0.6493027, -5.8105626, 2.2412415
5, -6.1886287, -0.3530923, 3.4635828
5, -2.029858, 0.134989, 0.3781024
5, -2.3359015, -1.2058603, -1.4434978
5, -1.9547218, -1.0262659, -0.88333434
5, 1.3970958, 0.70920235, -1.2663469
5, 0.17231104, 2.5613458, -1.8564427
