1, 996.4158
1, 996.49414
1, 996.47754
1, 996.4324
1, 996.4004
1, 996.3855
1, 996.39526
1, 996.42114
1, 996.4297
1, 996.4348
2, 996.396
2, 996.3672
2, 996.37256
2, 996.3855
2, 996.40186
2, 996.4099
2, 996.40137
2, 996.3928
2, 996.3894
2, 996.3977
3, 996.40674
3, 996.395
3, 996.38354
3, 996.39307
3, 996.4314
3, 996.4192
3, 996.39966
3, 996.416
3, 996.41504
3, 996.3838
4, 996.37915
4, 996.3972
4, 996.3689
4, 996.36084
4, 996.3679
4, 996.40137
4, 996.35986
4, 996.3589
4, 996.36865
4, 996.3965
5, 996.36255
5, 996.35205
5, 996.3948
5, 996.3716
5, 996.3633
5, 996.3745
5, 996.3994
5, 996.3804
5, 996.3865
5, 996.4241
6, 996.38574
6, 996.37964
6, 996.37964
6, 996.4292
6, 996.3982
6, 996.3982
6, 996.437
6, 996.40894
6, 996.40894
6, 996.4077
7, 996.40576
7, 996.40576
7, 996.38745
7, 996.36597
7, 996.36597
7, 996.3513
7, 996.40674
7, 996.40674
7, 996.37085
7, 996.38525
8, 996.38525
8, 996.35376
8, 996.3606
8, 996.3606
8, 996.35474
8, 996.3684
8, 996.3684
8, 996.34326
8, 996.3418
8, 996.3418
9, 996.3418
9, 996.354
9, 996.354
9, 996.4109
9, 996.36646
9, 996.36646
9, 996.4126
9, 996.3789
9, 996.3789
9, 996.38184
10, 996.39575
10, 996.3628
10, 996.36255
10, 996.41064
10, 996.3804
10, 996.3762
10, 996.4094
10, 996.3989
10, 996.3601
10, 996.3501
11, 996.4126
11, 996.3679
11, 996.3633
11, 996.4055
11, 996.3762
11, 996.3535
11, 996.35547
11, 996.3882
11, 996.36816
11, 996.3611
12, 996.4131
12, 996.3865
12, 996.3638
12, 996.35645
12, 996.3862
12, 996.355
12, 996.35376
12, 996.4031
12, 996.3789
12, 996.36816
13, 996.36914
13, 996.3877
13, 996.3833
13, 996.375
13, 996.40894
13, 996.3655
13, 996.3589
13, 996.3572
13, 996.38403
13, 996.3552
14, 996.35034
14, 996.4199
14, 996.36816
14, 996.3589
14, 996.3811
14, 996.3533
14, 996.3447
14, 996.3347
14, 996.3838
14, 996.3467
15, 996.3374
15, 996.3638
15, 996.3379
15, 996.33594
15, 996.334
15, 996.3728
15, 996.3357
15, 996.3345
15, 996.3545
15, 996.3611
16, 996.36304
16, 996.3801
16, 996.3921
16, 996.37524
16, 996.37524
16, 996.4404
16, 996.39087
16, 996.39087
16, 996.41016
16, 996.3811
17, 996.3811
17, 996.36426
17, 996.3816
17, 996.3816
17, 996.3738
17, 996.39355
17, 996.39355
17, 996.3789
17, 996.3711
17, 996.3711
18, 996.3533
18, 996.4004
18, 996.4004
18, 996.345
18, 996.38403
18, 996.38403
18, 996.3638
18, 996.3672
18, 996.3672
18, 996.3467
19, 996.33984
19, 996.33984
19, 996.36523
19, 996.3601
19, 996.3601
19, 996.3916
19, 996.3638
19, 996.3638
19, 996.38184
19, 996.3618
20, 996.3618
20, 996.397
20, 996.36646
20, 996.3513
20, 996.3616
20, 996.3572
20, 996.3428
20, 996.34424
20, 996.37524
20, 996.3445
21, 996.34766
21, 996.3711
21, 996.3528
21, 996.33765
21, 996.34204
21, 996.37354
21, 996.3677
21, 996.3528
21, 996.4319
21, 996.3862
22, 996.3694
22, 996.37744
22, 996.3889
22, 996.3535
22, 996.3511
22, 996.4204
22, 996.38745
22, 996.38086
22, 996.4182
22, 996.40576
23, 996.37134
23, 996.3638
23, 996.40796
23, 996.37524
23, 996.36597
23, 996.4009
23, 996.37695
23, 996.3594
23, 996.3596
23, 996.3789
24, 996.3511
24, 996.35645
24, 996.3667
24, 996.3628
24, 996.3528
24, 996.3518
24, 996.3418
24, 996.3401
24, 996.3401
24, 996.37134
25, 996.3574
25, 996.3567
25, 996.375
25, 996.3616
25, 996.34985
25, 996.3447
25, 996.37646
25, 996.35547
25, 996.3369
25, 996.40796
26, 996.374
26, 996.3738
26, 996.3862
26, 996.3447
26, 996.3291
26, 996.40454
26, 996.40454
26, 996.3867
26, 996.40796
26, 996.40796
27, 996.38574
27, 996.35596
27, 996.35596
27, 996.3728
27, 996.3528
27, 996.3528
27, 996.40015
27, 996.3462
27, 996.3462
27, 996.3325
28, 996.34644
28, 996.34644
28, 996.3469
28, 996.34326
28, 996.34326
28, 996.36914
28, 996.3347
28, 996.3347
28, 996.3545
28, 996.3635
29, 996.3635
29, 996.3506
29, 996.4077
29, 996.4077
29, 996.37305
29, 996.4231
29, 996.4231
29, 996.37085
29, 996.364
29, 996.364
30, 996.3762
30, 996.3823
30, 996.3823
30, 996.3987
30, 996.3877
30, 996.3843
30, 996.40845
30, 996.36816
30, 996.3706
30, 996.4221
31, 996.3926
31, 996.3782
31, 996.4053
31, 996.36084
31, 996.3679
31, 996.3684
31, 996.3843
31, 996.3699
31, 996.3611
31, 996.4219
32, 996.3833
32, 996.3799
32, 996.4099
32, 996.41016
32, 996.38696
32, 996.3777
32, 996.41113
32, 996.37476
32, 996.3716
32, 996.41187
33, 996.39087
33, 996.37695
33, 996.3762
33, 996.3782
33, 996.3718
33, 996.3677
33, 996.37524
33, 996.35376
33, 996.3474
33, 996.41187
34, 996.3755
34, 996.3711
34, 996.3862
34, 996.3755
34, 996.354
34, 996.3491
34, 996.41284
34, 996.3865
34, 996.38354
34, 996.4094
35, 996.4016
35, 996.3865
35, 996.3716
35, 996.405
35, 996.3926
35, 996.3894
35, 996.4199
35, 996.4087
35, 996.4031
35, 996.3889
36, 996.39844
36, 996.3872
36, 996.3828
36, 996.4221
36, 996.405
36, 996.3867
36, 996.39307
36, 996.37646
36, 996.37646
36, 996.36816
37, 996.3884
37, 996.3884
37, 996.38403
37, 996.3965
37, 996.3965
37, 996.3804
37, 996.41406
37, 996.41406
37, 996.407
37, 996.3838
38, 996.3838
38, 996.44434
38, 996.40576
38, 996.40576
38, 996.43604
38, 996.40234
38, 996.40234
38, 996.39307
38, 996.42773
38, 996.42773
39, 996.42773
39, 996.41187
39, 996.41187
39, 996.3833
39, 996.4568
39, 996.4568
39, 996.4114
39, 996.4065
39, 996.4065
39, 996.397
40, 996.3887
40, 996.3887
40, 996.41406
40, 996.40894
40, 996.40894
40, 996.4192
40, 996.3889
40, 996.3889
40, 996.4243
40, 996.40234
41, 996.4038
41, 996.448
41, 996.4343
41, 996.407
41, 996.416
41, 996.4148
41, 996.4087
41, 996.39014
41, 996.4531
41, 996.44434
42, 996.4248
42, 996.41455
42, 996.40405
42, 996.3921
42, 996.396
42, 996.46045
42, 996.43823
42, 996.4209
42, 996.4607
42, 996.41895
43, 996.40356
43, 996.4158
43, 996.44336
43, 996.40796
43, 996.3921
43, 996.4536
43, 996.4414
43, 996.43823
43, 996.4436
43, 996.4492
44, 996.4348
44, 996.4204
44, 996.4778
44, 996.42725
44, 996.41846
44, 996.42725
44, 996.40967
44, 996.4033
44, 996.40186
44, 996.4563
45, 996.4248
45, 996.42505
45, 996.4668
45, 996.4597
45, 996.4402
45, 996.43384
45, 996.45044
45, 996.4204
45, 996.4177
45, 996.44824
46, 996.42847
46, 996.3999
46, 996.4114
46, 996.4209
46, 996.4065
46, 996.41406
46, 996.44116
46, 996.4324
46, 996.42456
46, 996.48706
47, 996.4553
47, 996.449
47, 996.49243
47, 996.4939
47, 996.47314
47, 996.5078
47, 996.5078
47, 996.468
47, 996.4851
47, 996.4851
48, 996.46655
48, 996.44556
48, 996.44556
48, 996.42065
48, 996.40454
48, 996.40454
48, 996.4197
48, 996.42456
48, 996.42456
48, 996.45215
49, 996.4468
49, 996.4468
49, 996.469
49, 996.459
49, 996.459
49, 996.4912
49, 996.4629
49, 996.4629
49, 996.48804
49, 996.4612
50, 996.4612
50, 996.4514
